# x_m, y_m, w_tr_right_m, w_tr_left_m
-7.193851011765059589e+00;1.210929853696380148e-01;9.475426673898972307e-01;7.460985059427390764e-01
-7.124625154924373760e+00;5.885372179864047093e-02;9.249668023621077095e-01;7.880780377527212277e-01
-7.053738189446117524e+00;-3.386870531021467354e-05;8.855442600423334421e-01;7.841000985951752655e-01
-6.981251503970166361e+00;-5.587339712705399059e-02;8.677733949563247728e-01;7.663292335091665963e-01
-6.907225755554178726e+00;-1.089572252433075178e-01;8.809314568454588157e-01;8.501979735169553631e-01
-6.831720869673572061e+00;-1.595664656226641331e-01;7.688115210812247469e-01;8.173673596340664815e-01
-6.754796040221537901e+00;-2.079709816255937704e-01;6.975426673898972307e-01;8.079019048177285001e-01
-6.676509729509038316e+00;-2.544293874044428194e-01;6.975426673898972307e-01;8.375198621800485910e-01
-6.596919668264802361e+00;-2.991890479034345351e-01;7.411616209290770030e-01;8.397174594819187821e-01
-6.516082855635343840e+00;-3.424860788586684412e-01;7.188115210812247025e-01;8.291707585090559718e-01
-6.434055559184931106e+00;-3.845453467981213569e-01;7.188115210812247025e-01;8.673673596340665259e-01
-6.350893314895615482e+00;-4.255804690416460367e-01;6.975426673898972307e-01;8.375198621800485910e-01
-6.266650927167205509e+00;-4.657938137009719481e-01;7.475426673898972751e-01;8.079019048177285001e-01
-6.181382468817293585e+00;-5.053764996797056597e-01;7.475426673898972751e-01;8.079019048177285001e-01
-6.095141281081239093e+00;-5.445083966733295089e-01;7.529204679174069659e-01;8.514763064702487450e-01
-6.007979973612170177e+00;-5.833581251692036007e-01;7.962239052833323116e-01;8.565831427111635366e-01
-5.919950424480985518e+00;-6.220830564465636980e-01;8.307379272226093070e-01;8.292937657754511083e-01
-5.831103780176357887e+00;-6.608293125765223319e-01;8.434898829595018910e-01;8.420457215123436923e-01
-5.741490455604726151e+00;-6.997317664220692457e-01;7.855442600423334643e-01;8.341000985951753099e-01
-5.651160134090308595e+00;-7.389140416380699516e-01;8.529204679174070547e-01;8.514763064702488560e-01
-5.560161767375082498e+00;-7.784885126712675074e-01;8.802684435571396238e-01;8.081136039913267011e-01
-5.468543575618806329e+00;-8.185563047602807396e-01;8.016421349641135174e-01;8.294872953983005726e-01
-5.376353047399001106e+00;-8.592072939356054651e-01;7.188115210812247025e-01;8.173673596340664815e-01
-5.283636939710964597e+00;-9.005201070196144908e-01;7.740307230102049241e-01;7.725865615630467254e-01
-5.190441277967765110e+00;-9.425621216265560598e-01;7.644977785037978535e-01;7.630536170566396548e-01
-5.096811356000239712e+00;-9.853894661625566265e-01;7.644977785037978535e-01;7.630536170566396548e-01
-5.002791736056996896e+00;-1.029047019825618081e+00;7.644977785037978535e-01;7.630536170566396548e-01
-4.908426248804413028e+00;-1.073568412605619748e+00;7.644977785037978535e-01;7.630536170566396548e-01
-4.813757993326640339e+00;-1.118976025284316611e+00;7.644977785037978535e-01;7.630536170566396548e-01
-4.718829337125601597e+00;-1.165280989435340864e+00;8.144977785037978979e-01;8.837642951752944231e-01
-4.623681916120983892e+00;-1.212483187424201470e+00;8.144977785037978979e-01;8.130536170566396992e-01
-4.528356634650254620e+00;-1.260571252408283938e+00;8.144977785037978979e-01;8.130536170566396992e-01
-4.432893665468641053e+00;-1.309522568336849879e+00;8.144977785037978979e-01;8.130536170566396992e-01
-4.337332449749154328e+00;-1.359303269951038340e+00;8.144977785037978979e-01;8.130536170566396992e-01
-4.241711697082568122e+00;-1.409868242783864245e+00;8.144977785037978979e-01;8.130536170566396992e-01
-4.146069385477424873e+00;-1.461161123160219288e+00;7.644977785037978535e-01;8.130536170566396992e-01
-4.050442761360041999e+00;-1.513114298196872376e+00;7.411616209290770030e-01;8.515208583569082723e-01
-3.954868339574508784e+00;-1.565648905802468516e+00;7.411616209290770030e-01;8.397174594819187821e-01
